date,value
2023-01-05,3.56285572
2023-01-08,3.51205841
2023-01-09,3.50928307
2023-01-10,3.50644141
2023-01-11,3.50354202
2023-01-12,3.59348319
2023-01-15,3.73246223
2023-01-16,3.683367
2023-01-17,3.63303199
2023-01-18,3.68170738
2023-01-19,3.63002792
2023-01-22,3.73112708
2023-01-23,3.73093635
2023-01-24,3.67629081
2023-01-25,3.73055488
2023-01-26,3.67431641
2023-01-29,3.67117897
2023-01-30,3.67008224
2023-01-31,3.72940078
2023-02-01,3.72921005
2023-02-02,3.74801047
2023-02-05,3.77822407
2023-02-06,3.77855301
2023-02-07,3.7788868
2023-02-08,3.77923958
2023-02-09,3.77960205
2023-02-12,3.73246185
2023-02-13,3.78121398
2023-02-14,3.73208039
2023-02-15,3.73188965
2023-02-16,3.93539444
2023-02-19,4.0495109558106
2023-02-20,4.1077041625977
2023-02-21,4.0581703186036
2023-02-22,4.1181850433351
2023-02-23,4.1236686706544
2023-02-26,4.2000770568849
2023-02-27,4.2072010040284
2023-02-28,4.1537666320802
2023-03-01,4.1603946685792
2023-03-02,4.1044998168946
2023-03-09,4.2078876495363
2023-03-12,4.1790676116944
2023-03-13,4.1389226913454
2023-03-14,4.3722248077394
2023-03-15,4.1020298004151
2023-03-16,4.3404293060304
2023-03-19,4.36279296875
2023-03-20,4.2721271514894
2023-03-21,4.2290496826172
2023-03-22,4.1848850250245
2023-03-23,4.293031692505
2023-03-26,4.2624187469484
2023-03-27,4.2696762084962
2023-03-28,4.3319702148438
2023-03-29,4.2292499542238
2023-03-30,4.2927646636964
2023-04-02,4.3180370330812
2023-04-03,4.3270015716554
2023-04-04,4.2753887176515
2023-04-09,4.3131065368653
2023-04-10,4.3196868896485
2023-04-13,4.293556213379
2023-04-16,4.2655181884766
2023-04-17,4.2721271514894
2023-04-18,4.278907775879
2023-04-19,4.2858695983887
2023-04-20,4.293031692505
2023-04-23,4.2624187469484
2023-04-24,4.2696762084962
2023-04-27,4.2927646636964
2023-04-30,4.3180370330812
2023-05-01,4.2670822143556
2023-05-02,4.2145538330079
2023-05-03,4.2839717864991
2023-05-04,4.219242266025
2023-05-07,4.2237186431886
2023-05-08,4.2744636535646
2023-05-09,4.2349243164063
2023-05-10,4.1944789886476
2023-05-11,4.246702194214
2023-05-14,4.2655181884766
2023-05-15,4.3213748931886
2023-05-16,4.3287944793703
2023-05-17,4.3364143371583
2023-05-18,4.5493888854981
2023-05-21,4.5292854309083
2023-05-22,4.4861125946046
2023-05-23,4.3868350982667
2023-05-24,4.4518089294434
2023-05-28,4.4952774047852
2023-05-29,4.5670986175538
2023-05-30,4.4581317901613
2023-05-31,4.4696617126466
2023-06-01,4.4815731048585
2023-06-08,4.6406936645509
2023-06-11,4.626693725586
2023-06-12,4.546184539795
2023-06-13,4.463872909546
2023-06-14,4.5188522338868
2023-06-15,4.5281982421875
2023-06-18,4.5089149475099
2023-06-19,4.46928024292
2023-06-20,4.5786476135255
2023-06-21,4.6402645111085
2023-06-22,4.5493888854981
2023-06-25,4.5827674865724
2023-06-26,4.5945262908937
2023-06-27,4.5516300201417
2023-06-28,4.5633029937745
2023-06-29,4.6319389343262
2023-07-02,4.7321510314943
2023-07-03,4.6272277832032
2023-07-04,4.6412467956544
2023-07-05,4.5316410064698
2023-07-06,4.6707057952882
2023-07-13,4.5973110198976
2023-07-16,4.5818233489991
2023-07-17,4.682378768921
2023-07-18,4.6474742889406
2023-07-19,4.6582508087159
2023-07-20,4.6222305297852
2023-07-23,4.3141460418703
2023-07-24,4.5680236816407
2023-07-25,4.6287059783937
2023-07-26,4.5493888854981
2023-07-30,4.5292854309083
2023-07-31,4.5403003692628
2023-08-01,4.606637954712
2023-08-02,4.6749305725099
2023-08-03,4.688596725464
2023-08-06,4.6136379241944
2023-08-07,4.6272277832032
2023-08-08,4.6412467956544
2023-08-09,4.5936679840089
2023-08-10,4.6296204696192
2023-08-13,4.6715831756593
2023-08-14,4.682378768921
2023-08-15,4.6934318542481
2023-08-16,4.7047615051271
2023-08-17,4.7163772583009
2023-08-20,4.7041320800782
2023-08-21,4.7163581848146
2023-08-22,4.6787929534913
2023-08-23,4.6910095214844
2023-08-24,4.6521472930909
2023-08-27,4.6898049043228
2023-08-28,4.5945272322708
2023-08-29,4.6066348142375
2023-08-30,4.6191004647503
2023-08-31,4.5753197162712
2023-09-03,4.6136379241944
2023-09-04,4.6873855590821
2023-09-05,4.6412467956544
2023-09-06,4.6557331085206
2023-09-07,4.6264357523928
2023-09-10,4.626693725586
2023-09-11,4.682378768921
2023-09-12,4.6474742889406
2023-09-13,4.6582508087159
2023-09-14,4.5752048492432
2023-09-18,4.6174430847169
2023-09-19,4.6287059783937
2023-09-20,4.589548110962
2023-09-21,4.6007537841797
2023-09-26,4.6616744995118
2023-09-27,4.6749305725099
2023-09-28,4.688596725464
2023-10-01,4.7321510314943
2023-10-02,4.6873855590821
2023-10-03,4.702377319336
2023-10-04,4.7178459167481
2023-10-05,4.7312543486513
2023-10-08,4.8064041137696
2023-10-09,4.6369552612306
2023-10-10,4.6015357971193
2023-10-11,4.5652866363526
2023-10-12,4.4342613220216
2023-10-15,4.36279296875
2023-10-16,4.1737174987794
2023-10-17,4.2290496826172
2023-10-18,4.4882011413575
2023-10-19,4.4467544555665
2023-10-22,4.4758510589601
2023-10-23,4.4861125946046
2023-10-24,4.5516300201417
2023-10-25,4.5633029937745
2023-10-26,4.5187377929688
2023-10-29,4.554443359375
2023-10-30,4.6272277832032
2023-10-31,4.5801734924318
2023-11-01,4.5936679840089
2023-11-02,4.5445728302003
2023-11-09,4.5106172561647
2023-11-12,4.5369720458985
2023-11-13,4.546184539795
2023-11-14,4.5556259155274
2023-11-15,4.5188522338868
2023-11-16,4.4812107086182
2023-11-19,4.5089149475099
2023-11-20,4.5186424255372
2023-11-21,4.4786167144776
2023-11-22,4.538860321045
2023-11-23,4.498052597046
2023-11-26,4.5292854309083
2023-11-27,4.4861125946046
2023-11-28,4.5516300201417
2023-11-29,4.5075416564943
2023-11-30,4.5187377929688
2023-12-03,4.554443359375
2023-12-04,4.5070171356203
2023-12-05,4.4581317901613
2023-12-06,4.407720565796
2023-12-07,4.3995241373232
2023-12-10,4.4473552703859
2023-12-11,4.4102144241334
2023-12-12,4.4180297851563
2023-12-13,4.4724369049073
2023-12-14,4.4812107086182
2023-12-17,4.4601821899415
2023-12-18,4.46928024292
2023-12-19,4.4786167144776
2023-12-20,4.4882011413575
2023-12-21,4.4467544555665
2023-12-24,4.5292854309083
2023-12-25,4.5945262908937
2023-12-26,4.606637954712
2023-12-27,4.6191024780274
2023-12-28,4.5187377929688
2023-12-31,4.4952774047852
2024-01-01,4.4469738006593
2024-01-02,4.3362617492677
2024-01-03,4.407720565796
2024-01-04,4.3280095851004
2024-01-07,4.3131065368653
2024-01-08,4.2744636535646
2024-01-09,4.2806720733644
2024-01-10,4.2870330810547
2024-01-11,4.293556213379
2024-01-14,4.2655181884766
2024-01-15,4.3213748931886
2024-01-16,4.278907775879
2024-01-17,4.3364143371583
2024-01-18,4.344244003296
2024-01-21,4.3690681457521
2024-01-22,4.32373046875
2024-01-23,4.3319702148438
2024-01-24,4.3404579162599
2024-01-25,4.2927646636964
2024-01-28,4.3180370330812
2024-01-29,4.3270015716554
2024-01-30,4.2753887176515
2024-01-31,4.3458271026613
2024-02-01,4.3557071685792
2024-02-08,4.2510700225831
2024-02-11,4.2237186431886
2024-02-12,4.2292594909669
2024-02-13,4.2349243164063
2024-02-14,4.2870330810547
2024-02-15,4.293556213379
2024-02-18,4.3141460418703
2024-02-19,4.2721271514894
2024-02-20,4.278907775879
2024-02-21,4.2858695983887
2024-02-22,4.293031692505
2024-02-25,4.2624187469484
2024-02-26,4.3319702148438
2024-02-28,4.2848396301271
2024-02-29,4.2927646636964
2024-03-03,4.259033203125
2024-03-04,4.3270015716554
2024-03-05,4.2753887176515
2024-03-06,4.2839717864991
2024-03-07,4.271478721932
2024-03-10,4.2683982849122
2024-03-11,4.2744636535646
2024-03-12,4.2349243164063
2024-03-13,4.1944789886476
2024-03-14,4.246702194214
2024-03-17,4.2655181884766
2024-03-18,4.3213748931886
2024-03-19,4.3287944793703
2024-03-20,4.3364143371583
2024-03-21,4.2418479919434
2024-03-25,4.2696762084962
2024-03-26,4.3319702148438
2024-03-27,4.3404579162599
2024-03-28,3.1158733367921
2024-03-31,4.259033203125
2024-04-01,4.3270015716554
2024-04-02,4.2753887176515
2024-04-03,4.2839717864991
2024-04-04,4.2407739920686
2024-04-07,4.2237186431886
2024-04-08,4.2744636535646
2024-04-09,4.2806720733644
2024-04-10,4.3333435058594
2024-04-11,4.3404293060304
2024-04-14,4.3141460418703
2024-04-15,4.3213748931886
2024-04-16,4.278907775879
2024-04-17,4.2858695983887
2024-04-18,4.344244003296
2024-04-21,4.3157291412354
2024-04-24,4.3404579162599
2024-04-25,4.2927646636964
2024-04-30,4.3362617492677
2024-05-01,4.3458271026613
2024-05-02,4.3557071685792
2024-05-09,4.2942714691163
